Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=621.7142944335938, y=104.0625)","Coordinate(x=616.0879516601562, y=137.8125)","Coordinate(x=587.9560546875, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=655.4725341796875, y=182.8125)","Coordinate(x=666.7252807617188, y=227.8125)","Coordinate(x=593.5824584960938, y=227.8125)","Coordinate(x=593.5824584960938, y=300.9375)","Coordinate(x=593.5824584960938, y=368.4375)","Coordinate(x=632.967041015625, y=227.8125)","Coordinate(x=632.967041015625, y=300.9375)","Coordinate(x=638.5934448242188, y=374.0625)","Coordinate(x=616.0879516601562, y=98.4375)","Coordinate(x=632.967041015625, y=98.4375)","Coordinate(x=604.835205078125, y=104.0625)","Coordinate(x=632.967041015625, y=104.0625)"
"Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=616.0879516601562, y=137.8125)","Coordinate(x=587.9560546875, y=143.4375)","Coordinate(x=565.4505615234375, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=661.0989379882812, y=188.4375)","Coordinate(x=666.7252807617188, y=227.8125)","Coordinate(x=593.5824584960938, y=227.8125)","Coordinate(x=593.5824584960938, y=300.9375)","Coordinate(x=593.5824584960938, y=368.4375)","Coordinate(x=632.967041015625, y=227.8125)","Coordinate(x=632.967041015625, y=300.9375)","Coordinate(x=638.5934448242188, y=374.0625)","Coordinate(x=616.0879516601562, y=104.0625)","Coordinate(x=632.967041015625, y=104.0625)","Coordinate(x=604.835205078125, y=104.0625)","Coordinate(x=638.5934448242188, y=104.0625)"
"Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=616.0879516601562, y=137.8125)","Coordinate(x=587.9560546875, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=661.0989379882812, y=188.4375)","Coordinate(x=666.7252807617188, y=227.8125)","Coordinate(x=593.5824584960938, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=593.5824584960938, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=638.5934448242188, y=374.0625)","Coordinate(x=616.0879516601562, y=104.0625)","Coordinate(x=632.967041015625, y=104.0625)","Coordinate(x=604.835205078125, y=109.6875)","Coordinate(x=638.5934448242188, y=104.0625)"
"Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=616.0879516601562, y=137.8125)","Coordinate(x=587.9560546875, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=661.0989379882812, y=188.4375)","Coordinate(x=666.7252807617188, y=227.8125)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=638.5934448242188, y=368.4375)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=632.967041015625, y=109.6875)","Coordinate(x=604.835205078125, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)"
"Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=616.0879516601562, y=132.1875)","Coordinate(x=587.9560546875, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=661.0989379882812, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=638.5934448242188, y=368.4375)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=632.967041015625, y=109.6875)","Coordinate(x=604.835205078125, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)"
"Coordinate(x=621.7142944335938, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=587.9560546875, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=661.0989379882812, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=644.2197875976562, y=368.4375)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=632.967041015625, y=109.6875)","Coordinate(x=604.835205078125, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)"
"Coordinate(x=621.7142944335938, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=587.9560546875, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=649.84619140625, y=143.4375)","Coordinate(x=661.0989379882812, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=644.2197875976562, y=368.4375)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=632.967041015625, y=109.6875)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=649.84619140625, y=137.8125)","Coordinate(x=661.0989379882812, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=644.2197875976562, y=368.4375)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=632.967041015625, y=109.6875)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=649.84619140625, y=137.8125)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=368.4375)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=638.5934448242188, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=109.6875)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=655.4725341796875, y=137.8125)","Coordinate(x=661.0989379882812, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=638.5934448242188, y=109.6875)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=109.6875)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=216.5625)","Coordinate(x=655.4725341796875, y=137.8125)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=368.4375)","Coordinate(x=621.7142944335938, y=109.6875)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=655.4725341796875, y=143.4375)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=638.5934448242188, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=109.6875)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=143.4375)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=599.2088012695312, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=109.6875)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=143.4375)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=109.6875)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=621.7142944335938, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=143.4375)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=109.6875)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=143.4375)","Coordinate(x=666.7252807617188, y=182.8125)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=109.6875)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=661.0989379882812, y=137.8125)","Coordinate(x=666.7252807617188, y=177.1875)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=649.84619140625, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=661.0989379882812, y=137.8125)","Coordinate(x=666.7252807617188, y=177.1875)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=649.84619140625, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=137.8125)","Coordinate(x=666.7252807617188, y=177.1875)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=627.3406982421875, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=632.967041015625, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=137.8125)","Coordinate(x=666.7252807617188, y=177.1875)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=599.2088012695312, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=616.0879516601562, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=137.8125)","Coordinate(x=666.7252807617188, y=177.1875)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=565.4505615234375, y=222.1875)","Coordinate(x=655.4725341796875, y=137.8125)","Coordinate(x=672.3516845703125, y=182.8125)","Coordinate(x=672.3516845703125, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=661.0989379882812, y=137.8125)","Coordinate(x=672.3516845703125, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=638.5934448242188, y=115.3125)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
"Coordinate(x=627.3406982421875, y=120.9375)","Coordinate(x=627.3406982421875, y=137.8125)","Coordinate(x=593.5824584960938, y=137.8125)","Coordinate(x=571.0769653320312, y=182.8125)","Coordinate(x=559.82421875, y=222.1875)","Coordinate(x=661.0989379882812, y=137.8125)","Coordinate(x=677.97802734375, y=182.8125)","Coordinate(x=666.7252807617188, y=222.1875)","Coordinate(x=604.835205078125, y=227.8125)","Coordinate(x=604.835205078125, y=300.9375)","Coordinate(x=599.2088012695312, y=374.0625)","Coordinate(x=644.2197875976562, y=227.8125)","Coordinate(x=644.2197875976562, y=300.9375)","Coordinate(x=644.2197875976562, y=374.0625)","Coordinate(x=621.7142944335938, y=115.3125)","Coordinate(x=638.5934448242188, y=109.6875)","Coordinate(x=610.4615478515625, y=109.6875)","Coordinate(x=644.2197875976562, y=115.3125)"
